ID,name,Descrição,description_pt,description_es,description_en,website,city,placesOfOriginNames,incidencyReach,parentHub,technologyType,purpose,incidencyType,themes,secondaryThemes,mecanismos,isOpenLicense,notes,"(sinais) Existem cadastramentos que derivam da iniciativa que acabou de classificar? Se sim, marque:",Quais? usar ;,Quais?,Quais?,Coletiva (HUB),Conexão e Diálogo ,Sensibilização,Formação,Produção de Conhecimento,Levantamento e Visualização de Informação,Fomento,Fiscalização e Monitoramento,Disseminação,Mobilização e Pressão,Contribuição e Colaboração
384,Siga seu vereador,"O site tem como objetivo criar uma plataforma de linha do tempo com as ações realizadas pelos atuais vereadores, sendo possivel que os usuarios sigam os vereadores selecionados. Foi campeão da Maratona de Programação Hackaton da Câmara municipal de São Paulo.","O site tem como objetivo criar uma plataforma de linha do tempo com as ações realizadas pelos atuais vereadores, sendo possivel que os usuarios sigam os vereadores selecionados. Foi campeão da Maratona de Programação Hackaton da Câmara municipal de São Paulo.","El sitio tiene por objetivo crear una plataforma de línea de tiempo con las acciones realizadas por los actuales concejales, permitiendo que los usuarios sigan a los concejales seleccionados. Fue campeón de la Maratón de Programación Hackaton de la Cámara Municipal de São Paulo.","The site's objective is creating a timeline platform with actions realized by current assemblymen, allowing users to follow selected assemblymen. It was champion of the Programming Marathon held by São Paulo Municipal Chamber Hackaton.",http://www.vereadores.org/,São Paulo,Brasil,Local,,Digital,Empoderamento,,Transparência e Accountability,,", Monitoramento, Votação",,,,,,,,,,,,Banco de dados,,,,,
385,Sinesp Cidadão,"O Sinesp Cidadão disponibiliza, em sua primeira versão, a funcionalidade de consultar informações de veículos registrados na base nacional do cadastro do DENATRAN (Departamento Nacional de Trânsito). A partir desta consulta, é possível que qualquer cidadão brasileiro possa verificar se há registros de roubo dos veículos consultados e ainda se o mesmo é um veículo clonado.","O Sinesp Cidadão disponibiliza, em sua primeira versão, a funcionalidade de consultar informações de veículos registrados na base nacional do cadastro do DENATRAN (Departamento Nacional de Trânsito). A partir desta consulta, é possível que qualquer cidadão brasileiro possa verificar se há registros de roubo dos veículos consultados e ainda se o mesmo é um veículo clonado.","El Sinesp Cidadão (Sinesp Ciudadano) dispone, en su primera versión, la funcionalidad de consulta a informaciones de vehículos registrados en la base nacional de registro del DENATRAN (Departamento Nacional de Tránsito). A partir de esta consulta, es posible que cualquier ciudadano brasileño pueda verificar si hay registros de robo de los vehículos consultados y aún si este es un vehículo clonado.","Sinesp Cidadão (Citizen Sinesp) offers, in its first version, functionality to consult registered vehicles information in DENATRAN's national database (National Traffic Department). From this consult, it is possible to verify theft of consulted vehicles, license plate cloning. ",https://play.google.com/store/apps/details?id=br.gov.sinesp.cidadao.android,,Brasil,Nacional,Ministério da Justiça do Brasil,Digital,Empoderamento,,Governo 2.0,,", Mandato interativo, Serviço digital",,,,,,,,,,,,Banco de dados,,,,,
387,Sistema de Información Electrónico de Honduras (SIELHO),"Es un mecanismo orientado para el manejo de las solicitudes de información e interponer recursos de revisión en línea. El sistema se encarga de re-direccionar las peticiones de información del ciudadano a los oficiales de información pública (OIP) de cada institución obligada, regulando de manera electrónica el proceso que sigue la solicitud; a su vez se establece una retroalimentación hacia el solicitante respecto al estatus en que se encuentra la petición de información.","É uma plataforma orientada para a gestão de solicitações de informação e apresentação de recursos de revisão online. O sistema cuida de redirecionar os pedidos de informação dos cidadãos aos responsáveis pelas informações públicas de cada instituição vinculada, processando automaticamenta a continuidade da solicitação; gera ao mesmo tempo um feedback ao requerente, a respeito da situação em que se encontra seu pedido de informação.","Es un mecanismo orientado para el manejo de las solicitudes de información e interponer recursos de revisión en línea. El sistema se encarga de re-direccionar las peticiones de información del ciudadano a los oficiales de información pública (OIP) de cada institución obligada, regulando de manera electrónica el proceso que sigue la solicitud; a su vez se establece una retroalimentación hacia el solicitante respecto al estatus en que se encuentra la petición de información.","Platform oriented to information request management and on-line review resources presentation. System redirects information requests to responsible parties in institutions, processing automatically each request's continuity; generates at the same time a feedback to whom requests about its status.",http://sielho.iaip.gob.hn/inicio/,,Honduras,Nacional,Instituto de Acceso a la Información Pública de Honduras,Digital,Empoderamento,,Governo 2.0,Transparência e Accountability,", Monitoramento, Serviço digital",false,,,,,,,,,,,,,Monitoramento Descentralizado,,Petição,
390,Somos Afro,"SomosAfro.org es una iniciativa internacional liderada por el Banco Interamericano de Desarrollo y Amunafro que busca, a través de una plataforma virtual y el uso de las redes sociales, la participación activa y propositiva de personas, colectivos, comunidades y organizaciones interesadas en el desarrollo y empoderamiento de los pueblos afrodescendientes de América Latina y el Caribe.","SomosAfro.org é uma iniciativa internacional liderada pelo Banco Interamericano de Desarrollo (Banco Interamericano de Desenvolvimento) (BID) e Amunafro que busca, por meio de uma plataforma virtual e do uso de redes sociais, a participação ativa e propositiva de indivíduos, coletivos, comunidades e organizações interessadas no desenvolvimento e empoderamento dos povos afrodescendentes na América Latina e no Caribe.","SomosAfro.org es una iniciativa internacional liderada por el Banco Interamericano de Desarrollo y Amunafro que busca, a través de una plataforma virtual y el uso de las redes sociales, la participación activa y propositiva de personas, colectivos, comunidades y organizaciones interesadas en el desarrollo y empoderamiento de los pueblos afrodescendientes de América Latina y el Caribe.","SomosAfro.org is an international initiative lead by Interamerican Development Bank (IBD) and Amunafro that seeks, through a virtual platform and social medias, active and propositive participation of individuals, collectives, communities and interested organizations in developing and empowering Afro-descendant people of Latin America and Carib. ",http://www.somosafro.org/,,América Latina e Caribe,Regional,"Bid; Gobapp, Amunafro",Digital,Incidência,,Participação Cidadã,Cultura Política,", crowdsourcing; votação",false,,,,,,,,Atividades Culturais,,,,,,,Advocacy,Co-criação
391,"Somos la mitad, queremos paridad",Es hora de que la mujer obtenga el 50% de representación en cargos electivos y espacios de decisión.,Chegou a hora em que as mulheres tenham 50% de representação cargos eletivos e nos espaços de tomada de decisão.,Es hora de que la mujer obtenga el 50% de representación en cargos electivos y espacios de decisión.,The time has come for women to have 50% of elective representation positions and spaces of decision making.,http://queremosparidad.net,,Paraguai,Nacional,,Social,Incidência,Legislativo,Participação Cidadã,,", Campanha, Manifestação",,,,,,,,,Campanha de Sensibilização,,,,,,,"Petição, Advocacy",
392,Sonho Brasileiro da Política,Uma pesquisa sobre o comportamento político dos jovens brasileiros de 18 a 32 anos,Uma pesquisa sobre o comportamento político dos jovens brasileiros de 18 a 32 anos,Una investigación sobre el comportamiento político de los jóvenes brasileños de 18 a 32 años.,Research about political behavior of young Brazilians from 18 to 32.,http://www.sonhobrasileirodapolitica.com.br,São Paulo,Brasil,Nacional,Box1824,Social,Empoderamento,,Cultura Política,,", Pesquisa, Relatório",TRUE,,Sinais,,,,,,,Oficina,Pesquisa,,,,,,
393,SP na Rua - Festival,"O evento, que marca a abertura do Mês da Cultura Independente, reúne no Centro da cidade mais de vinte coletivos urbanos para uma madrugada de música, intervenções artísticas e performances. A","O evento, que marca a abertura do Mês da Cultura Independente, reúne no Centro da cidade mais de vinte coletivos urbanos para uma madrugada de música, intervenções artísticas e performances. A","El evento, que marca la apertura del Mes de la Cultura Independiente, reúne en el Centro de la ciudad a más de 20 colectivos urbanos para una madrugada de música, intervenciones artísticas y performances.","Opening event of Independent Culture Month, gathers downtown more than twenty urban collectives for a whole night of music, artistic interventions and performances.",https://www.facebook.com/spnarua,São Paulo,Brasil,Local,,Social,Empoderamento,,Cultura Política,,", Atividades culturais, Festival",,,,,,,,Festival,Atividades Culturais,,,,,,,,
394,Tanque Rosa Choque,"Grupo de artistas e ativistas que realizam ações e performances em manifestações públicas. ""Uma arma estética em pleno disparo! Colocamos nossas armas simbólicas e nosso disparo estético intervindo em pontos simbólicos e sensíveis da cidade.""","Grupo de artistas e ativistas que realizam ações e performances em manifestações públicas. ""Uma arma estética em pleno disparo! Colocamos nossas armas simbólicas e nosso disparo estético intervindo em pontos simbólicos e sensíveis da cidade.""","Grupo de artistas y activistas que realizan acciones y performances en manifestaciones públicas. ""¡Un arma estética en pleno disparo! Colocamos nuestras armas simbólicas y nuestros disparos estéticos interviniendo en puntos simbólicos y sensibles de la ciudad"".","Group of artists and activists that organize actions and performances in public manifestations. ""An aesthetical weapon in full discharge! We put symbolic weapons and our aesthetical discharge intervening in symbolic and sensitive spots of the city.""",https://www.facebook.com/RozaCHOQ/?fref=ts,São Paulo,Brasil,Local,,Social,Empoderamento,,Cultura Política,,", Intervenção, Choque estético, Cobertura Colaborativa",,,,,,,,,"Intervenção Artística, Humor",,,,,,,Desobediência Civil,
395,Tehuan,Plataforma de visualização de dados de gestão pública.,Plataforma de visualização de dados de gestão pública.,Plataforma de visualización de datos de gestión pública.,Platform to view public management data.,http://www.cic.mx/tehuan-beta/#,Monterrey,México,Local,Centro de Integración Ciudadana,Digital,Incidência,,Participação Cidadã,Controle Social,", Index/Indicadores, Análise de dados, Big data, Georrefenciamento, Infográfico, Mapa de calor",false,Buscar HUB,,,,,,,,,,Georeferenciamento,,Monitoramento Descentralizado,,,
396,Tem Boi na Linha,"Guia prático de combate à vigilância no âmbito dos movimentos sociais, e é destinado a grupos de ativistas, jornalistas, midialivristas ou a qualquer pessoa que precise ou deseje se proteger, e proteger suas comunicações e arquivos, da vigilância do Estado e de instituições privadas.","Guia prático de combate à vigilância no âmbito dos movimentos sociais, e é destinado a grupos de ativistas, jornalistas, midialivristas ou a qualquer pessoa que precise ou deseje se proteger, e proteger suas comunicações e arquivos, da vigilância do Estado e de instituições privadas.","Guia práctica de combate a la vigilancia en el ámbito de los movimientos sociales, y es destinada a grupos de activistas, periodistas, medialibristas o a cualquier persona que necesitee o desee protegerse y proteger sus comunicaciones y archivos de la vigilancia del Estado y de las instituciones privadas.","Practical guide for surveillance combat in social movements environment, it is destined to groups of activists, journalists, free media people or any person that need or desires to get protected, and to protect communications and files from State and private institutions surveillance.",https://web.archive.org/web/20150701125828/https://temboinalinha.org/,,Brasil,Nacional,,Social,Empoderamento,,Participação Cidadã,,", Manual",TRUE,,,,,,,,,Manual,,,,,,,
397,Tesa,Tesa es un programa de OPEN DATA en Paraguay. Participación ciudadana en la producción de información de la temporada electoral del 2013 a través de las TICs.,Tesa é um programa de dados abertos no Paraguai. Promove a participação dos cidadãos na produção de informações a partir do período eleitoral de 2013 por meio das tecnologias da informação e comunicação (TIC).,Tesa es un programa de OPEN DATA en Paraguay. Participación ciudadana en la producción de información de la temporada electoral del 2013 a través de las TICs.,Tesa is an open data program in Paraguay. It promotes citizen participation in information production starting from 2013 electoral period through information and communication technologies (TIC).,http://www.slideshare.net/marandari/tesa-espaol,,Paraguai,Nacional,"TEDIC - Asociación de Tecnología, Educación, Desarrollo, Investigación, Comunicación",Digital,Incidência,,Controle Social,Participação Cidadã,", Pesquisa colaborativa e participativa, Monitoramento",,TEDIC - http://www.tedic.org/que-hacemos/Tem muitos sinais!!!,,,,,,,Conscientização eleitoral,,,,,Monitoramento Descentralizado,,,
399,Todo a 1 clic,"TODO A 1CLIC es una campaña de sensibilización y participación en Ciudadanía Digital para la comunidad de adolescentes de América Latina; desarrollada por RedNATIC (Red de Organizaciones de América Latina por el derecho de los niños, niñas y adolescentes al uso seguro y responsable de las TIC), con el apoyo de Google y Save The Children y la coordinación de Asociación Chicos.Net y Fundación Paniamor.","TODO A 1CLIC (Tudo a 1 Clique) é uma campanha de conscientização e participação em Cidadania Digital para a comunidade de adolescentes na América Latina; desenvolvido pela RedNATIC (Red de Organizaciones de América Latina por el derecho de los niños, niñas y adolescentes al uso seguro y responsable de las TIC) (Rede de Organizações da América Latina pelo direito das crianças e dos adolescentes à utilização segura e responsável das Tecnologias de Informação e Comunicação), com o apoio do GoogleeSave the Children (Salve as Crianças) e coordenação da Asociación Chicos.Net (Associação Chicos.Net) e da Fundación Paniamor (Fundação Paniamor).","TODO A 1CLIC es una campaña de sensibilización y participación en Ciudadanía Digital para la comunidad de adolescentes de América Latina; desarrollada por RedNATIC (Red de Organizaciones de América Latina por el derecho de los niños, niñas y adolescentes al uso seguro y responsable de las TIC), con el apoyo de Google y Save The Children y la coordinación de Asociación Chicos.Net y Fundación Paniamor.","TODO A 1CLIC (All at one click) is an awareness and participation campaign about Digital Citizenship for Latin American teenage communities; developed by RedNATIC (Red de Organizaciones de América Latina por el derecho de los niños, niñas y adolescentes al uso seguro y responsable de las TIC) (Network of Latin American Organizations for children and teenage rights to safe and responsible use of Communication and Information Technologies), with support of Google Save the Children and coordination of Associación Chicos.Net (Chicos.Net Association) and Fundación Paniamor (Paniamor Foundation).",http://todoa1clic.com/,,América Latina e Caribe,Regional,"RedNATIC, Asociación Chicos.Net;  Fundación Paniamor.",Social,Empoderamento,,Cultura Política,,"Roda de conversa, Ação cívica, Campanha, Oficina",,,"Sinais, Hubs, Financiadores",,,,,,Campanha de Sensibilização,Curso,,Banco de dados,,,,,Co-criação
400,Trámites CDMX,El sitio para buscar los trámites y servicios de la Ciudad de México de forma más simple y rápida,O lugar para encontrar os procedimentos e serviços na Cidade do México da forma mais simples e rápida.,El sitio para buscar los trámites y servicios de la Ciudad de México de forma más simple y rápida,The place to find simply and quickly procedures and services in Mexico City.,http://www.tramites.cdmx.gob.mx/,Ciudad de México,México,Local,Gobierno de la Ciudad de México,Digital,Empoderamento,,Governo 2.0,,", Serviço digital",,,,,,,,,,,,,,,,,Mandado Interativo
401,Tramiton,"Convocatoria de participación ciudadana para identificar los trámites absurdos, engorrosos o inútiles de la gestión pública.","Chamada para participação dos cidadãos para identificar medidas absurdas, complexas ou desnecessárias na administração pública.","Convocatoria de participación ciudadana para identificar los trámites absurdos, engorrosos o inútiles de la gestión pública.","Call for citizens to participate in identifying absurd, complex or unnecessary public administration measures.",http://www.tramiton.to/index.php,,Equador,Nacional,Gobierno Federal de Equador,Digital,Incidência,"Legislativo, Judiciário, Executivo",Governo 2.0,Participação Cidadã,", Consulta Popular, Mandato interativo, Resident Feedback, Crowdsourcing",,,,,,,,,,,,,,Monitoramento Descentralizado,,,"Co-criação, Mandado Interativo"
402,TranSParência,"Portal de Transparência da Prefeitura de São Paulo.""Nas grandes cidades, a administração pública precisa ter ferramentas ágeis que possibilitem aos cidadãos uma maneira fácil e ágil de controlar o enorme volume de informações que circula por suas unidades da Administração Direta e da Indireta. É sobre uma base sólida que a Prefeitura de São Paulo pode oferecer melhores serviços à população. E isso sem se desviar das exigências legais do País, que é obrigada a cumprir. Uma boa gestão é voltada para a eficiência, a eficácia e a efetividade de bons resultados para sociedade.""","Portal de Transparência da Prefeitura de São Paulo.""Nas grandes cidades, a administração pública precisa ter ferramentas ágeis que possibilitem aos cidadãos uma maneira fácil e ágil de controlar o enorme volume de informações que circula por suas unidades da Administração Direta e da Indireta. É sobre uma base sólida que a Prefeitura de São Paulo pode oferecer melhores serviços à população. E isso sem se desviar das exigências legais do País, que é obrigada a cumprir. Uma boa gestão é voltada para a eficiência, a eficácia e a efetividade de bons resultados para sociedade.""","Portal de Transparência da Prefeitura de São Paulo (Portal de Transparencia de la Alcaldía de São Paulo). ""En las grandes ciudades, la administración pública necesita a tener herramientas ágiles que permitan a los ciudadanos una manera fácil y ágil de controlar el enorme volumen de informaciones que circulan por sus unidades de Administración Directa e Indirecta. Es sobre esa base sólida que la Alcaldía de São Paulo puede ofrecer mejores servicios a la población. Y esto sin desviarse de las exigencias legales del país, las cuales es obligada a cumplir. Una buena gestión es direccionada pensando en la eficiencia, en la eficacia y la efectividad de buenos resultados para la sociedad"".","Transparency portal of São Paulo City Hall. ""In big cities, public administration needs responsive tools that allow citizens to easily and quickly control the tremendous volume of information that circulate areas of Direct and Indirect Administration. It is over solid ground thar São Paulo City Hall can offer better services to population. And this without deviating from legal requirements which it is obliged to comply with. A good management is turned on to efficency, effectiveness and effectivity of good results for society.""",http://transparencia.prefeitura.sp.gov.br/Paginas/home.aspx,São Paulo,Brasil,Local,Prefeitura de São Paulo,Digital,Empoderamento,,Governo 2.0,Transparência e Accountability,", Banco de dados, Monitoramento, Serviço digital",false,,,,,,,,,,,Banco de dados,,Indicadores,,,
403,Transparência Brasil,"O Transparência Brasil é um aplicativo onde o cidadão brasileiro pode buscar e acessar dados relacionados aos membros do funcionalismo público federal. Sendo assim, podem ser acessadas informações relacionadas a um determinado servidor público como: nome, cargo, orgão de lotação e salário.O funcionamento do aplicativo Transparência Brasil é bem simples. Você escolhe o tipo de busca que deseja realizar e clica sobre o servidor que lhe interessar para ver os dados. Para visualizar a remuneração, basta clicar sobre a imagem do saco de dinheiro ao lado do nome do servidor.","O Transparência Brasil é um aplicativo onde o cidadão brasileiro pode buscar e acessar dados relacionados aos membros do funcionalismo público federal. Sendo assim, podem ser acessadas informações relacionadas a um determinado servidor público como: nome, cargo, orgão de lotação e salário.O funcionamento do aplicativo Transparência Brasil é bem simples. Você escolhe o tipo de busca que deseja realizar e clica sobre o servidor que lhe interessar para ver os dados. Para visualizar a remuneração, basta clicar sobre a imagem do saco de dinheiro ao lado do nome do servidor.","El Transparencia Brasil es un aplicación en donde el ciudadano brasileño puede buscar y acceder a datos relacionados a funcionarios públicos federales. Así, se tiene acceso informaciones relativas a un determinado funcionario como: nombre, cargo, órgano en que trabaja y sueldo. El funcionamiento de la aplicación Transparencia Brasil es bien simple. Tú escoges el tipo de búsqueda que deseas realizar y seleccionas al funcionario del cuál quieres ver sus datos. Para ver el sueldo, basta hacer clic sobre la imagen de la bolsa de dinero al lado del nombre del empleado.","Transparência Brasil (Transparency Brazil) is an app in which Brazilian citizens can search and access data of federal public service employess. This way, finding about an specific office, information like: name, position, organ and wage. App's functioning is very simple. You choose the kind of search you want and clicks over employee you are interested in seeing data about. To visualize remuneration, you just have to click in the bag of money next to employee's name.",https://play.google.com/store/apps/details?id=br.com.s2mobile.transparenciabrasil,,Brasil,Nacional,,Digital,Empoderamento,,Transparência e Accountability,Controle Social,", Monitoramento, Abertura de dados",,Metodo: abertura de dados?,,,,,,,,,,Banco de dados,,,,,
404,Truco no Congresso,"Produzido pela Agência Pública e o Congresso em Foco, o Truco no Congresso é um projeto defact-checking permanente sobre o dia a dia parlamentar inspirado no jogo de cartas “Truco”. ","Produzido pela Agência Pública e o Congresso em Foco, o Truco no Congresso é um projeto devfact-checking permanente sobre o dia a dia parlamentar inspirado no jogo de cartas “Truco”. ","Producido por la Agencia Pública y el Congreso en Foco, el Truco no Congreso (Truco al Congreso) es un proyecto de fact-checking permanente sobre el día a día parlamentar inspirado en el juego de cartas ""Truco"". ","Produced by Agência Pública (Pública Agency) and Congresso em Foco (Congress in Focus), Truco no Congresso (Truco in Congress) - truco is a card game in which players make signs and bluff a lot - is a permanent fact-cheking project about parliamentary day by day.",http://apublica.org/truco-no-congresso/,São Paulo,Brasil,Nacional,Agência Pública,Digital,Empoderamento,,Comunicação Independente,Controle Social,", Monitoramento, Infoativismo",TRUE,,,,,,,,,,,,,Fact Checking,Portal de Notícias/Blog,,
406,V4C,"En junio del 2012, un grupo de organizaciones no gubernamentales que utilizan el video en estrategias de activismo, defensa de derechos humanos, campañas sociales y otros proyectos de cambio social, se reunieron en Yogyakarta, Indonesia. La reunión fue organizada por Witness y EngageMedia. Durante este encuentro los asistentes pudieron compartir sus experiencias, estrategias, mejores prácticas, impacto y resultados en el uso del video como herramienta de cambio social.Los participantes de esta reunión acordaron formar una colectivo de cooperación que busca la interacción de sus participantes más allá de la reunión inicial.","Em junho de 2012, um grupo de organizações não-governamentais que utilizam vídeo em estratégias de ativismo, defesa dos direitos humanos, campanhas sociais e outros projetos de mudança social, reuniu-se em Yogyakarta, Indonésia. O encontro foi organizado pela Witness (Testemunha) e EngageMedia. Durante este encontro, os participantes puderam compartilhar suas experiências, estratégias, melhores práticas, impacto e resultados na utilização do vídeo como uma ferramenta para a mudança social. Os participantes da reunião concordaram em formar um grupo cooperativo que busca a cooperação de seus participantes para além da reunião inicial.","En junio del 2012, un grupo de organizaciones no gubernamentales que utilizan el video en estrategias de activismo, defensa de derechos humanos, campañas sociales y otros proyectos de cambio social, se reunieron en Yogyakarta, Indonesia. La reunión fue organizada por Witness y EngageMedia. Durante este encuentro los asistentes pudieron compartir sus experiencias, estrategias, mejores prácticas, impacto y resultados en el uso del video como herramienta de cambio social.Los participantes de esta reunión acordaron formar una colectivo de cooperación que busca la interacción de sus participantes más allá de la reunión inicial.","In June 2012, a group of non-governmental organizations that use video in strategies of activism, human rights defense, social campaigns and other projects of social change, got together in Yogyakarta, Indonesia. The meeting was organized by Witness and EngageMedia. Participants shared experiences, strategies, best practices, impact and results when using video as a tool for social change. Participants agreed to form a group that seeks interaction beyond the initial meeting.",http://videoparaelcambio.tumblr.com/,,Indonésia,Internacional,http://videoparaelcambio.tumblr.com/quienessomos,Digital,Empoderamento,,Comunicação Independente,Cultura Política,", Ativismo digital, Pesquisa, Estudos, Mídia de Guerrilha, VideoAtivismo, Conferência",TRUE,Site em inglês https://www.v4c.org/,"Hubs, Financiadores",,,,,,Campanha de Sensibilização,,,,,,Portal de Notícias/Blog,,Co-criação
409,Vem Pro Edite,"O trabalho do Acupuntura Urbana se deu na estruturação de um conjunto de atividades culturais e de cuidados com a praça, iniciando o processo com piqueniques comunitários que ofereceram atividades na área de esporte, arte, meio ambiente, entre outras. O trabalho ganhou força e tornou-se o movimento ViverCidade, que promove e estimula a ocupação de espaços públicos pela cidade de São Paulo","O trabalho do Acupuntura Urbana se deu na estruturação de um conjunto de atividades culturais e de cuidados com a praça, iniciando o processo com piqueniques comunitários que ofereceram atividades na área de esporte, arte, meio ambiente, entre outras. O trabalho ganhou força e tornou-se o movimento ViverCidade, que promove e estimula a ocupação de espaços públicos pela cidade de São Paulo","El trabajo de el Acupuntura Urbana se produjo sobre la estructuración de un conjunto de actividades culturales y de ciudadanos con las plazas, iniciando el proceso de picnics comunitarios que ofrecieron actividades en sectores como el deporte, arte, medio ambiente, entre otros. El trabajo ganó fuerza y se tornó el movimiento ViverCidade (Vivir la Ciudad), que promueve y estimula la ocupación de espacios públicos por la ciudad de São Paulo.","Acupuntura Urbana's work (Urban Acupuncture) happened through the structuring of a group of cultural activities and taking care actionsin squares, beginning the proccess with community picnics with activities in areas like sports, arts, environment and others. It gained strength and became the movement ViverCidade (LiveCity), which promotes and stimulates occupation of public spaces in São Paulo city.",http://acupunturaurbana.com.br/experiencias/#mapeamentosafetivos,São Paulo,Brasil,Local,Acupuntura Urbana,Social,Empoderamento,,Participação Cidadã,Cultura Política,", Ocupação, Atividades culturais, Oficina",,Buscar: ViverCidade https://www.facebook.com/vivercidade,Sinais,,,,,,"Atividades Culturais, Campanha de Sensibilização",Vivência,,,,,,,
411,Videoconferencia Reto Chacao,"El Reto Chacao es un evento patrocinado por la Alcaldía de Chacao, en conjunto con el Instituto de Estudios Superiores de Administración (IESA) y Venezuela Inteligente, que consiste en una competencia para producir aplicaciones (para móviles y web). Está diseñada para dotar a los equipos participantes de las herramientas que permitan desarrollar una aplicación innovadora para abordar un problema de alto impacto social.","O Reto Chacao (Desafio Chacao) é um evento patrocinado pela prefeitura de Chacao, em conjunto com o Instituto de Estudios Superiores de Administración (Instituto de Estudos Superiores da Administração) (IESA) e Venezuela Inteligente, sendo uma competição para produzir aplicativos (móvel e web). Ele é projetado para equipar as equipes participantes de ferramentas que possibilitem desenvolver um aplicativo inovador, que aborde um problema de alto impacto social.","El Reto Chacao es un evento patrocinado por la Alcaldía de Chacao, en conjunto con el Instituto de Estudios Superiores de Administración (IESA) y Venezuela Inteligente, que consiste en una competencia para producir aplicaciones (para móviles y web). Está diseñada para dotar a los equipos participantes de las herramientas que permitan desarrollar una aplicación innovadora para abordar un problema de alto impacto social.","Reto Chacao (Chacao Challenge) is an event sponsored by Chacao city hall, with Estudios Superiores de Administración (Administration Superior Studies Institute) (IESA) and Venezuela Inteligente (Intelligent Venezuela), it is a competition to develop apps (mobile and web based). It gives participant teams tools that allow them to develop an innovative app that addresses high impact social problems.",http://www.redinnovacion.org/blog/posts/videoconferencia-reto-chacao#sthash.vg7SHF6A.dpbs,Chacao,Venezuela,Regional,Red Innovacion - NDI; Venezuela Inteligente; Alcaldía de Chacao;  Instituto de Estudios Superiores de Administración (IESA);,Digital,Empoderamento,,Governo 2.0,,", Webinar",,1. http://www.redinnovacion.org/ do NDI (www.ndi.org/)2. Prefeitura de Chacao -http://chacao.gob.ve/3. http://www.iesa.edu.ve/conoce-al-iesa4. Venezuela Inteligente - http://veinteligente.org/,"Sinais, Hubs, Financiadores",,,,,,,,,,Concurso,,,,
412,Vippal,"Ofrecemos recursos de alta calidad para que investigadores e instituciones incidan en las políticas públicas. Buscamos que la investigación enriquezca las políticas, las haga más efectivas y ayude a medir su impacto. ","Oferecemos recursos de alta qualidade para que pesquisadores e instituições possam influenciar políticas públicas. Procuramos fazer com que a investigação enriqueça as políticas, torne-as efetivas e ajude a medir seu impacto.","Ofrecemos recursos de alta calidad para que investigadores e instituciones incidan en las políticas públicas. Buscamos que la investigación enriquezca las políticas, las haga más efectivas y ayude a medir su impacto. ","We offer high quality resources so researchers and institutions can influence public policies. We attempt to make investigation a way to enrich and improve policies, making them effective and helping to measure their impact.",http://www.vippal.cippec.org/,Buenos Aires,Argentina,Internacional,CIPPEC,Digital,Empoderamento,,Cultura Política,Participação Cidadã,", Oficina, Curso, Pesquisa, Estudos, Livros, Repositório",false,,,,,,,,,,"Pesquisa, Estudo, Análise de Dados, Sistematização de conhecimento",Banco de dados,,,,,
413,Virada Política,"UM EVENTO PARA REVER A POLÍTICA - A Virada Política é um encontro para reunir em um mesmo espaço pensadores, ativistas e artistas. Um espaço para gente, ao mesmo tempo, aprofundar ideias, conectar ações e se inspirar. ORGANIZADO POR UM COLETIVO INDEPENDENTE -  É um evento construído de maneira colaborativa, sem nenhum tipo de ligação partidária. Não somos financiados por ninguém. Estamos fazendo tudo na base da colaboração e da empolgação e isso a gente tem de sobra. O principal recurso é você e a sua disposição em interagir conosco. PARA MOSTRAR A POLÍTICA ALÉM DAS INSTITUIÇÕES","UM EVENTO PARA REVER A POLÍTICA - A Virada Política é um encontro para reunir em um mesmo espaço pensadores, ativistas e artistas. Um espaço para gente, ao mesmo tempo, aprofundar ideias, conectar ações e se inspirar. ORGANIZADO POR UM COLETIVO INDEPENDENTE -  É um evento construído de maneira colaborativa, sem nenhum tipo de ligação partidária. Não somos financiados por ninguém. Estamos fazendo tudo na base da colaboração e da empolgação e isso a gente tem de sobra. O principal recurso é você e a sua disposição em interagir conosco. PARA MOSTRAR A POLÍTICA ALÉM DAS INSTITUIÇÕES","UN EVENTO PARA REVISAR LA POLÍTICA - La Virada Política es un encuentro para reunir en un mismo espacio pensadores, activistas y artistas. Un espacio para que todos, al mismo tiempo, puedan profundizar ideas, puedan conectar acciones y puedan inspirarse. ORGANIZADO POR UN COLECTIVO INDEPENDIENTE - Es un evento construido de manera colaborativa, sin nngún tipo de conexión partidaria. No somos financiados por nadie. Estamos haciendo todo basados en la colaboración y en el entusiasmo y eso nosotros tenemos de sobra. El principal recurso eres tú y tu disposición para interactuar con nosotros. PARA MOSTRAR LA POLÍTICA MÁS ALLÁ DE LAS INSTITUCIONES.","AN EVENT TO REVIEW POLITICS - Virada Política (Politics Around the Clock) is a meeting to gather thinkers, activists and artists in the same space. A space for people, at the same time, to go deep in ideas, connect actions and inspire. ORGANIZED BY AN INDEPENDENT COLLECTIVE - It is an event built collaboratively, without any partisan tie. We are not funded by anyone. We are doing everything out of collaboration and excitment and this we have a lot. The main resource is you and your disposition to interact with us. TO SHOW POLITICS BEYOND INSTITUTIONS.",http://www.viradapolitica.com.br/,São Paulo,Brasil,Local,,Social,Empoderamento,,Cultura Política,,"Debate político, Roda de conversa, Atividades culturais, Oficina, Pedagogia política, Desconferência",TRUE,,,,,,,"Eventos (Seminário, Fórum, Colóquio, Conferência, Debate, Roda de Conversa e encontros )",Atividades Culturais,"Oficina, Curso",,,,,,,
