ID,name,description - ORIGINAL,description_pt,description_es,description_en,website,city,placesOfOriginIds,placesOfOriginNames,incidencyReach,relatedHubsNames,parentHubNames,nature,,isSponsor,Observações,"(hubs) Existem cadastramentos que derivam da iniciativa que acabou de classificar? Se sim, marque:",Quais? usar ;,,,,,,,,,,,,,,,,,
624,Politiquê,"É um projeto  se baseia na construção de um conhecimento imparcial sobre o que é política, como ela funciona e para que ela serve. Atua com jovens do ensino médio, principalmente da rede pública.  ","É um projeto  se baseia na construção de um conhecimento imparcial sobre o que é política, como ela funciona e para que ela serve. Atua com jovens do ensino médio, principalmente da rede pública.  ","Es un proyecto basado en la construcción de un conocimiento imparcial sobre lo que es la política, cómo ella funciona y para qué sirve. Actúa con jóvenes de la enseñanza media, principalmente de la red pública.","It is a project based in the construction of impartial knowledge on what is politics, how it works and what it is good for. It works with young people in High Schools, specially public schools.",http://www.projetopolitique.com.br/,Recife,BR,Brasil,Local,,,NGO,,,,Sinais,,,,,,,,,,,,,,,,,,
625,Poplus,Poplus is an open federation of people and organisations from many different countries. Our joint mission is to share knowledge and technology that can help us to help citizens.,"Poplus é uma associação aberta de pessoas e organizações de muitos países diferentes. Nossa missão conjunta é compartilhar conhecimento e tecnologia que possa nos ajudar a ajudar cidadãos.",Poplus es una asociación abierta de personas y organizaciones de muchos países diferentes. Nuestra misión conjunta es compartir conocimiento y tecnología que pueda ayudarnos a ayudar ciudadanos.,Poplus is an open federation of people and organisations from many different countries. Our joint mission is to share knowledge and technology that can help us to help citizens.,http://poplus.org/,,,,International,Ciudadano Inteligente; MySociety,,Constellations,,,,,,,,,,,,,,,,,,,,,,
626,Prefeitura de São Paulo,"Prefeitura do município da cidade de São Paulo, Brasil.","Prefeitura do município da cidade de São Paulo, Brasil.","Municipalidad del municipio de la ciudad de San Pablo, Brasil.","City Management of the city of São Paulo, Brazil.",http://www.capital.sp.gov.br/portal/,São Paulo,BR,Brasil,Local,,,Government,,,Olhar destaques! Muitos sinais da prefeitura.,Sinais,,,,,,,,,,,,,,,,,,
627,Prefeitura do Rio de Janeiro,"Prefeitura Municipal da cidade do Rio de Janeiro, Brasil.","Prefeitura Municipal da cidade do Rio de Janeiro, Brasil.","Municipalidad de la ciudad del Rio de Janeiro, Brasil.","City Management of the city of Rio de Janeiro, Brazil.",http://www.rio.rj.gov.br/,Rio de Janeiro,BR,Brasil,Local,,,Government,,,,,,,,,,,,,,,,,,,,,,
628,Pro Acceso,"Pro Acceso desarrolla su trabajo desde una perspectiva legal, en colaboración con diversos actores sociales, interviniendo de manera conjunta en áreas temáticas vinculadas a la promoción de los derechos fundamentales de las personas mediante el litigio de interés público y la educación de los contenidos y alcances del derecho de acceso a la información, tanto a los ciudadanos como al Estado.","Pro Acceso (Pró Acesso) desenvolve seu trabalho a partir de uma perspectiva legal, em colaboração com diversos atores sociais, intervindo de maneira conjunta em áreas temáticas vinculadas à promoção dos direitos fundamentais das pessoas por meio do litígio do interesse público e da educação dos conteúdos e alcances do direito de acesso à informação, tanto aos cidadãos como ao Estado.","Pro Acceso desarrolla su trabajo desde una perspectiva legal, en colaboración con diversos actores sociales, interviniendo de manera conjunta en áreas temáticas vinculadas a la promoción de los derechos fundamentales de las personas mediante el litigio de interés público y la educación de los contenidos y alcances del derecho de acceso a la información, tanto a los ciudadanos como al Estado.","Pro Acceso (Pro Access) develops its work through a legal perspective, in collaboration with several social agents, jointly intervening in subject areas linked to the promotion of people's fundamental rights through public interest litigations and education on the contents and reach of the right of access to information, both to citizens and to the State.",http://proacceso.cl/,Santiago,CL,Chile,National,,,NGO,,,,,,,,,,,,,,,,,,,,,,
629,Proderechos,"Somos un colectivo de hombres y mujeres jóvenes, que desde 2006 trabajamos en Uruguay para generar una sociedad más democrática, diversa e integrada que permita el pleno ejercicio de la libertad de las personas.Formamos una asociación civil porque estamos convencidos de la potencialidad de la acción colectiva para el logro de trasformaciones. ","Somos um coletivo de homens e mulheres jovens, que desde 2006 trabalham no Uruguai para gerar uma sociedade mais democrática, diversa e integrada que permita o pleno exercício daliberdade das pessoas. Formamos uma associação civil porque estamos convencidos da potencialidade da ação coletiva para o sucesso detransformações.","Somos un colectivo de hombres y mujeres jóvenes, que desde 2006 trabajamos en Uruguay para generar una sociedad más democrática, diversa e integrada que permita el pleno ejercicio de la libertad de las personas.Formamos una asociación civil porque estamos convencidos de la potencialidad de la acción colectiva para el logro de trasformaciones. ","We are a collective of young men and women who, since 2006, work in Uruguay to create a more democratic, diverse and integrated society, which allows full exercise of freedom by the people. We formed a civic association because we are convinced of the potenciality of collective action for succesful transformations.",http://www.proderechos.org.uy/,Montividéu,UY,Uruguai,National,,,NGO,,,,Sinais,,,,,,,,,,,,,,,,,,
630,Proetica,"Proética nace en el año 2001 como una confluencia de voluntades, tanto personales como institucionales, indignadas y preocupadas por la forma en que la corrupción había alcanzado niveles y mostrado rasgos inéditos en nuestro país –y poco comunes en el mundo—durante el gobierno de Alberto Fujimori, recién caído del poder.","Proética nasce em 2001 como uma confluência de vontades, tanto pessoais como institucionais, indignadas e preocupadas pela forma como a corrupção havia alcançado níveis e mostrado riscos inéditos em nosso país – e pouco comuns no mundo — durante o governo de Alberto Fujimori, recém caído do poder.","Proética nace en el año 2001 como una confluencia de voluntades, tanto personales como institucionales, indignadas y preocupadas por la forma en que la corrupción había alcanzado niveles y mostrado rasgos inéditos en nuestro país –y poco comunes en el mundo—durante el gobierno de Alberto Fujimori, recién caído del poder.","Proética (ProEthics) was established in 2001 as a confluence of intentions, both personal and institutional, out of indignation and concern for the high levels of corruption reached and the unprecedented risks they offer our country — not common around the world — during Alberto Fujimori's government, who had recently been taken out of power.",http://www.proetica.org.pe/,Lima,PE,Peru,National,,,NGO,,,,,,,,,,,,,,,,,,,,,,
631,ProGobernabilidad,"El proyecto “Fortalecimiento de los Gobiernos Regionales para el Desarrollo Social y Económico en el Norte del Perú (ProGobernabilidad) es un proyecto de la Cooperación Canadiense cuyo objetivo es fortalecer los gobiernos regionales en el norte del Perú y promover el desarrollo económico, social y sostenible de una manera equitativa para reducir las desigualdades en las regiones de La Libertad, Lambayeque, Piura y Tumbes.","O projeto Fortalecimiento de los Gobiernos Regionales para el Desarrollo Social y Económico en el Norte del Perú (Fortalecimento dos Governos Regionais para o Desenvolvimento Social e Econômico do Peru) (ProGobernabilidad) é um projeto da Cooperação Canadense cujo objetivo é fortalecer os governos regionais no norte do Peru e promover o desenvolvimento econômico, social e sustentável de uma maneira equitativa para reduzir as desigualdades nas regiões de La Libertad, Lambayeque, Piura e Tumbes.","El proyecto “Fortalecimiento de los Gobiernos Regionales para el Desarrollo Social y Económico en el Norte del Perú (ProGobernabilidad) es un proyecto de la Cooperación Canadiense cuyo objetivo es fortalecer los gobiernos regionales en el norte del Perú y promover el desarrollo económico, social y sostenible de una manera equitativa para reducir las desigualdades en las regiones de La Libertad, Lambayeque, Piura y Tumbes.","The project of Fortalecimiento de los Gobiernos Regionales para el Desarrollo Social y Económico en el Norte del Perú (Regional Government Strengthening for the Social and Economic Development of Northern Peru) (ProGobernabilidad) is a Canadian cooperation project which aims to strengthen regional governments in northern Peru and promote economic, social and sustainable development in an equitable manner in order to reduce inequality in the regions of La Libertad, Lambayeque, Piura and Tumbes.",http://www.progobernabilidad.org.pe/,Magdalena del Mar,PE,Peru,Local,,,NGO,,,,,,,,,,,,,,,,,,,,,,
632,Promsex,"PROMSEX es una organización no gubernamental feminista, conformada por hombres y mujeres, profesionales y activistas, que busca contribuir a la vigencia de la integridad y dignidad de las personas en el acceso a la salud sexual y reproductiva, la justicia y la seguridad humana, a través de la incidencia política, de la generación de conocimiento y de la articulación con otras organizaciones de la sociedad civil.","PROMSEX é uma organização não governamental feminista, formada pela parceria de homens e mulheres, profissionais e ativistas, que busca contribuir à consolidação da integridade e dignidade das pessoas no acesso à saúde sexual e reprodutiva, à justiça e à segurança humana, através da influência política, da geração de conhecimento e da articulação com outras organizações da sociedade civil.","PROMSEX es una organización no gubernamental feminista, conformada por hombres y mujeres, profesionales y activistas, que busca contribuir a la vigencia de la integridad y dignidad de las personas en el acceso a la salud sexual y reproductiva, la justicia y la seguridad humana, a través de la incidencia política, de la generación de conocimiento y de la articulación con otras organizaciones de la sociedad civil.","PROMSEX is a feminist non-governmental organization, formed through the partnership of men and women, professionals and activists, which seeks to contribute to the consolidation of the integrity and dignity of people in the access to sexual and reproductive health, justice and human safety through political influence, knowledge generation and articulation with oher organizations of civil society.",http://www.promsex.org/,Lima,PE,Peru,National,,,NGO,,,,,,,,,,,,,,,,,,,,,,
633,Propuesta Ciudadana,"El Grupo Propuesta Ciudadana (GPC) es un consorcio de organizaciones no gubernamentales que tiene como interés común apoyar la consolidación del sistema democrático en el Perú, contribuyendo en especial a la elaboración de propuestas de políticas para una reforma del Estado inclusiva y una adecuada gestión de los recursos públicos.","O Grupo Propuesta Ciudadana (Grupo Proposta Cidadã) (GPC) é um consórcio de organizações não governamentais que tem como interesse comum apoiar a consolidação do sistema democrático no Peru, contribuindo em especial àelaboração de propostas de políticas para uma reforma do Estado inclusiva e uma adequada gestão dos recursos públicos.","El Grupo Propuesta Ciudadana (GPC) es un consorcio de organizaciones no gubernamentales que tiene como interés común apoyar la consolidación del sistema democrático en el Perú, contribuyendo en especial a la elaboración de propuestas de políticas para una reforma del Estado inclusiva y una adecuada gestión de los recursos públicos.","Grupo Propuesta Ciudadana (Citizen Proposition Group) (GPC) is a consortium of non-governmental organizations which has the common interest of consolidating the democratic system in Peru, contributing in particular to the elaboration of political projects for an inclusive reform of the State and proper management of public resources.",http://www.propuestaciudadana.org.pe/,Lima,PE,Peru,National,,,Constellations,,,"Asociación ALTERNATIVA; Asociación ARARIWA; Centro de Estudios para el Desarrollo Regional - CEDER;  Centro de Estudios Regionales Andinos ""Bartolomé de Las Casas"" - CBC ; Centro de Estudios y Promoción del Desarrollo - DESCO; Centro Peruano de Estudios Sociales - CEPES ; Centro Ecuménico de Promoción y Acción Social - CEDEPAS Norte ; Centro de Investigación y Promoción del Campesinado - CIPCA;  Centro de Estudios para el Desarrollo y la Participación- CEDEP;  Instituto de Estudios Peruanos - IEP ",Hubs,"Asociación ALTERNATIVA; Asociación ARARIWA; Centro de Estudios para el Desarrollo Regional - CEDER;  Centro de Estudios Regionales Andinos ""Bartolomé de Las Casas"" - CBC ; Centro de Estudios y Promoción del Desarrollo - DESCO; Centro Peruano de Estudios Sociales - CEPES ; Centro Ecuménico de Promoción y Acción Social - CEDEPAS Norte ; Centro de Investigación y Promoción del Campesinado - CIPCA;  Centro de Estudios para el Desarrollo y la Participación- CEDEP;  Instituto de Estudios Peruanos - IEP ",,,,,,,,,,,,,,,,,
634,Pulso Legislativo,"Pulso Legislativo® es una Agencia de Inteligencia Legislativa que tiene como misión explicar de forma oportuna, precisa y accesible lo que pasa en el H. Congreso de la Unión. ¿Cómo lo hace? Informándote y explicándote antes, durante y después de las diversas actividades involucradas en el quehacer legislativo de forma correcta, completa y objetiva.Para lograrlo, Pulso Legislativo se ha dado a la tarea de acopiar información gubernamental, política y técnica, para luego procesarla, sistematizarla, analizarla e interpretarla de manera que podamos hacer llegar a nuestros usuarios insumos claros, puntuales e imparciales.","Pulso Legislativo® é uma Agência de Inteligência Legislativa que tem como missão explicar de forma oportuna, precisa e acessível o que acontece noCongresso da União. Como isso é feito? Informando e explicando a você antes, durante e depois das diversas atividades envolvidas no fazer legislativo, de forma correta, completa e objetiva. Para consegui-lo, Pulso Legislativo se deu a tarefa de reunir informação governamental, política e técnica, paraem seguinda processá-la, sistematizá-la, analizá-la analisá-la e interpretá-la de maneira que possamos levar a nossos usuários dados claros, pontuais e imparciais.","Pulso Legislativo® es una Agencia de Inteligencia Legislativa que tiene como misión explicar de forma oportuna, precisa y accesible lo que pasa en el H. Congreso de la Unión. ¿Cómo lo hace? Informándote y explicándote antes, durante y después de las diversas actividades involucradas en el quehacer legislativo de forma correcta, completa y objetiva.Para lograrlo, Pulso Legislativo se ha dado a la tarea de acopiar información gubernamental, política y técnica, para luego procesarla, sistematizarla, analizarla e interpretarla de manera que podamos hacer llegar a nuestros usuarios insumos claros, puntuales e imparciales.","Pulso Legislativo (Legislative Pulse) is a Legislative Intelligence Agency which has the mission of explaining in a convenient, precise and accessible manner what happens in the Congress of the Union. How is this done? By informing and explaining to you before, during and after the different activities involved in the legislative practice in a correct, complete and objective way. To achieve that, Pulso Legislativo took up the task of gathering governmental, political and technical information, to then be able to process it, systematize it, analyze it and interpret it in a way that can be brought to our users as clear, exact and impartial data.",http://www.pulsolegislativo.com.mx/,,MX,México,National,,,Company,,,,,,,,,,,,,,,,,,,,,,
635,R3D,"La Red en Defensa de los Derechos Digitales (R3D) es una organización mexicana dedicada a la defensa de los derechos humanos en el entorno digital. Utilizamos diversas herramientas legales y de comunicación para hacer investigación de políticas, litigio estratégico, incidencia pública y campañas con el objetivo de promover los derechos digitales en México. En particular, la libertad de expresión, la privacidad, el acceso al conocimiento y la cultura libre. ","A Red en Defensa de los Derechos Digitales (Rede em Defesa dos Direitos Digitais) (R3D) é uma organização mexicana dedicada à defesa dos direitos humanos no meio digital. Utilizamos diversas ferramentas legais e de comunicação para fazer investigação de políticas, litígio estratégico, incidência pública e campanhas com o objetivo de promover os direitos digitais no México. Em particular, aliberdade de expressão, a privacidade, o acesso ao conhecimento e a cultura livre.","La Red en Defensa de los Derechos Digitales (R3D) es una organización mexicana dedicada a la defensa de los derechos humanos en el entorno digital. Utilizamos diversas herramientas legales y de comunicación para hacer investigación de políticas, litigio estratégico, incidencia pública y campañas con el objetivo de promover los derechos digitales en México. En particular, la libertad de expresión, la privacidad, el acceso al conocimiento y la cultura libre. ","Red en Defensa de los Derechos Digitales (Digital Rights Defense Network) (R3D) is a Mexican organization dedicated to defending human rights in digital media. We use several legal and communication plaftorms to perform political investigations, strategical litigation, public impact and campaigns with the aim of promoting digital rights in Mexico. In particular, freedom of expression, privacy, access to knowledge and free culture.",http://r3d.mx,,MX,México,National,,,NGO,,,Projetos da organização,Sinais,,,,,,,,,,,,,,,,,,
636,Rancho eletrónico,"El Rancho Electrónico es un hackerspace donde hackers, hacktivistas y usuarios de software libre se reúnen para experimentar con diversas tecnologías.Hacemos talleres, pláticas, encuentros, proyecciones, presentaciones y grupos de trabajo. Investigamos y debatimos sobre política y tecnología. Tenemos talleres de criptografía, diseño, electrónica, sistemas de información geográfica, programación, desarrollo web, cine y administración de sistemas GNU/Linux. Además hacemos una biblioteca digital con software y licencias libres. También platicamos sobre seguridad informática, protección de la privacidad y defensa de los medios de comunicación libres. En el hackerspace hay proyecciones, presentaciones de libros, fiestas y criptofiestas. Los talleres y actividades del Rancho son libres y abiertas. El Rancho Electrónico colabora con diferentes colectivos.","O Rancho Electrónico (Rancho Eletrônico) é um hackerspace onde hackers, hacktivistas e usuários de software livre se reúnem para testar diversas tecnologias. Fazemos oficinas, práticas, encontros, projeções, apresentações e grupos de trabalho. Investigamos e debatemos sobre política e tecnologia. Temos oficinas de criptografia, desenho, eletrônica, sistemas de informação geográfica, programação, desenvolvimento web, cinema e administração de sistemas GNU/Linux. Ademais, fazemos uma biblioteca digital com software e licenças livres. Também debatemos sobre segurança informática, proteção da privacidade e defesa dos meios de comunicação livres. No hackerspace há projeções, apresentações de livros, festas e criptofestas. As oficinas e atividades do Rancho são livres e abertas. O Rancho Eletrônico colabora com diferentes coletivos.","El Rancho Electrónico es un hackerspace donde hackers, hacktivistas y usuarios de software libre se reúnen para experimentar con diversas tecnologías.Hacemos talleres, pláticas, encuentros, proyecciones, presentaciones y grupos de trabajo. Investigamos y debatimos sobre política y tecnología. Tenemos talleres de criptografía, diseño, electrónica, sistemas de información geográfica, programación, desarrollo web, cine y administración de sistemas GNU/Linux. Además hacemos una biblioteca digital con software y licencias libres. También platicamos sobre seguridad informática, protección de la privacidad y defensa de los medios de comunicación libres. En el hackerspace hay proyecciones, presentaciones de libros, fiestas y criptofiestas. Los talleres y actividades del Rancho son libres y abiertas. El Rancho Electrónico colabora con diferentes colectivos.","Rancho Electrónico (Electronic Ranch) is a hackerspace where hackers, hacktivists and free software users gather to test technologies. We promote workshops, practices, meetings, screenings, presentations and work groups. We investigate and debate politics and technology. We have workshops on encryption, design, electronics, geographical information systems, programming, web development, moviemaking and GNU/Linux system administration. Furthermore, we are organizing a digital library of free softwares and licenses. We also debate computing safety, privacy protection and defense of free communication media. In hackerspace there are screenings, book presentations, parties and cryptoparties. The activities and workshops of the Ranch are free and open. Electronic Ranch collaborates with several collectives.",http://ranchoelectronico.org/,Cidade do México,MX,México,Local,,,Informal,,,,,,,,,,,,,,,,,,,,,,
637,Red Argentina,"La Red Argentina por Ciudades Justas, Democráticas y Sustentables es un espacio de acción colectiva y articulación de movimientos impulsadas por actores locales no gubernamentales diversos en cinco ciudades del país: Buenos Aires, Córdoba, Mendoza, Rosario y San Martín de los Andes.","A Red Argentina por Ciudades Justas, Democráticas y Sustentables (Rede Argentina por Cidades Justas, Democráticas e Sustentáveis) é um espaço de ação coletiva e articulação de movimentos impulsionados por atores locais não governamentais diversos em cinco cidades do país: Buenos Aires, Córdoba, Mendoza, Rosário e San Martín de los Andes.","La Red Argentina por Ciudades Justas, Democráticas y Sustentables es un espacio de acción colectiva y articulación de movimientos impulsadas por actores locales no gubernamentales diversos en cinco ciudades del país: Buenos Aires, Córdoba, Mendoza, Rosario y San Martín de los Andes.","Red Argentina por Ciudades Justas, Democráticas y Sustentables (Argentinian Network for Fair, Democratic and Sustainable Cities) is a space for collective action and articulation of movements created by local non-governmental agents in five cities of the country: Buenos Aires, Córdoba, Mendoza, Rosário and San Martín de los Andes.",http://ciudadesenred.org/,,AR,Argentina,Local,"Red Latinoamericana de Ciudades y Territorios Justos, Democráticos y Sustentables",,Constellations,,,,,Santa Fé Como Vamos; Nuesta Mendoza; Rosario Sustentable; Nuestra Córdoba; Nuestra Buenos Aires; San Martín de los Andes Cómo Vamos,,,,,,,,,,,,,,,,,
638,Red Bull Amaphiko,"A Red Bull Amaphiko é uma plataforma colaborativa para empreendedores sociais que buscam mudar o seu cantinho do mundo. Juntos, vamos construir uma comunidade aberta onde qualquer pessoa que queira se envolver em mudanças positivas pode participar. Fique à vontade, descubra projetos incríveis e colabore.","A Red Bull Amaphiko é uma plataforma colaborativa para empreendedores sociais que buscam mudar o seu cantinho do mundo. Juntos, vamos construir uma comunidade aberta onde qualquer pessoa que queira se envolver em mudanças positivas pode participar. Fique à vontade, descubra projetos incríveis e colabore.","La Red Bull Amaphiko es una plataforma conjunta para emprendedores sociales que buscan cambiar su lugar en el mundo. Juntos, vamos a construir una comunidad abierta donde cualquier persona que quiera envolverse en cambios positivos pueda participar. Siéntete a gusto, descubre proyectos incribles y colabora.","Red Bull Amaphiko is a collaborative platform for social entrepreneurs who want to change their little corner the world. Together, we will build an open community where anyone who wants to get involved in positive change can take part. Make yourself comfortable, discover incredible projects and collaborate.",https://amaphiko.redbull.com/,,BR,Brasil,International,,RebBull,Company,,,,,,,,,,,,,,,,,,,,,,
639,Red de Ciudades Como Vamos,"La Red Colombiana de Ciudades Cómo Vamos (RCCCV) nació con el propósito de generar información confiable, imparcial y comparable en torno a temas de ciudad, calidad de vida y participación ciudadana.La experiencia de las ciudades que cuentan con el Programa Cómo Vamos enriquecen, fortalecen y potencian nuestra Red, mediante el intercambio de buenas prácticas de los diferentes programas y de los gobiernos locales.Al mismo tiempo buscamos contribuir al desarrollo de gobiernos efectivos y transparentes así como ciudadanías más informadas, responsables y participativas.","A Red Colombiana de Ciudades Cómo Vamos (Rede Colombiana de Cidades Como Vamos) (RCCCV) nasceu com o propósito de gerar informação confiável, imparcial e comparáve acerca dostemas da cidade, qualidade de vida e participação cidadã. As experiências das cidades que contam com o Programa Como Vamos enriquecem, fortalecem e potenciam nossa Rede, mediante o intercâmbio de boas práticas dos diferentes programas e dos governos locais. Ao mesmo tempo buscamos contribuir ao desenvolvimento de governos efetivos e transparentes assim como cidadanias mais informadas, responsáveis e participativas.","La Red Colombiana de Ciudades Cómo Vamos (RCCCV) nació con el propósito de generar información confiable, imparcial y comparable en torno a temas de ciudad, calidad de vida y participación ciudadana.La experiencia de las ciudades que cuentan con el Programa Cómo Vamos enriquecen, fortalecen y potencian nuestra Red, mediante el intercambio de buenas prácticas de los diferentes programas y de los gobiernos locales.Al mismo tiempo buscamos contribuir al desarrollo de gobiernos efectivos y transparentes así como ciudadanías más informadas, responsables y participativas.","Red Colombiana de Ciudades Cómo Vamos (Colombian Network of Cities 'How are we') (RCCCV) was created with the purpose of generating reliable, impartial and comparable information on city issues, quality of life and citizen participation. The experiences of the cities which take part in the 'Cómo Vamos' Program enrich, strengthen and potencialize our Network, through the exchange of good practices from the different local programs and governments. At the same time we strive to contribute to the development of effective and transparent governments as well as more informed, responsible and participative citizenries.",http://redcomovamos.org/,,CO,Colômbia,National,,,Constellations,,,,"Sinais, Hubs",,,,,,,,,,,,,,,,,,
640,"Red Latinoamericana por Ciudades y Territorios Justos, Democráticos y Sustentables","En la Red Latinoamericana por Ciudades y Territorios Justos, Democráticos y Sustentables creemos que la construcción de mejores ciudades es posible, y requiere participación, responsabilidad y acciones colectivas desde los diferentes sectores de la sociedad.","Na Red Latinoamericana por Ciudades y Territorios Justos, Democráticos y Sustentables (RedeLatino-americana por Cidades e Territórios Justos, Democráticos e Sustentáveis) acreditamos que a construção de melhores cidades é possível, e requer participação, responsabilidade e ações coletivas a partir dos diferentes setores da sociedade.","En la Red Latinoamericana por Ciudades y Territorios Justos, Democráticos y Sustentables creemos que la construcción de mejores ciudades es posible, y requiere participación, responsabilidad y acciones colectivas desde los diferentes sectores de la sociedad.","In Red Latinoamericana por Ciudades y Territorios Justos, Democráticos y Sustentables (Latin American Network for Fair, Democratic and Sustainable Cities and Territories) we believe that building better cities is possible and requires collective participation, responsibility and action from the different sectors of society.",http://redciudades.net/,,419,América Latina e Caribe,Regional,,,Constellations,,,,Hubs,,,,,,,,,,,,,,,,,,
641,Red Latinomareicana por la Transparência Legistlativa,"La Red Latinoamericana por la Transparencia Legislativa es un mecanismo de vinculación, comunicación y colaboración entre organizaciones de la sociedad civil, que promueven activamente la transparencia, el acceso a la información y la rendición de cuentas en los Congresos de la región. Actualmente se integra por 19 organizaciones en 10 países de América Latina.","A Red Latinoamericana por la Transparencia Legislativa (Rede Latinoamericana pela Transparência Legislativa) é um mecanismo de vinculação, comunicação e colaboração entre organizações da sociedade civil, que promovem ativamente a transparência, o acesso à informação e a prestação de contas nos Congressos da região. Atualmente é integrada por 19 organizações em dez países da América Latina.","La Red Latinoamericana por la Transparencia Legislativa es un mecanismo de vinculación, comunicación y colaboración entre organizaciones de la sociedad civil, que promueven activamente la transparencia, el acceso a la información y la rendición de cuentas en los Congresos de la región. Actualmente se integra por 19 organizaciones en 10 países de América Latina.","Red Latinoamericana por la Transparencia Legislativa (Latin American Network for Legislative Transparency) is a tool for connection, communication and collaboration between civil society organizations which actively promote transparency, access to information and accountability in local Congresses. Currently comprises 19 organizations in 10 Latin American countries.",http://www.transparencialegislativa.org/,,419,América Latina e Caribe,Regional,,,Constellations,,,hubs [http://www.transparencialegislativa.org/miembros/]sinais [http://ciudadanointeligente.github.io/indice/],"Sinais, Hubs",,,,,,,,,,,,,,,,,,
642,Red Liberal,"Red Liberal es un espacio político que pretende reunir la mayor cantidad posible de ciudadanos que se sientan liberales y construir de manera democrática, horizontal y descentralizada una opción política, un referente político o, si somos suficientes, un partido político.","Red Liberal (Rede Liberal) é um espaço político que pretende reunir a maior quantidade possível de cidadãos que se sintam liberais e construir de maneira democrática, horizontal e descentralizada uma opção política, um referente político ou, se somos suficientes, um partido político.","Red Liberal es un espacio político que pretende reunir la mayor cantidad posible de ciudadanos que se sientan liberales y construir de manera democrática, horizontal y descentralizada una opción política, un referente político o, si somos suficientes, un partido político.","Red Liberal (Liberal Network) is a political space which intends to bring together the largest possible number of citizens who consider themselves liberal and to build, in a democratic, horizontal and decentralizaed manner, a political option, a political reference or, if we are big enough, a political party.",http://redliberal.cl/,,CL,Chile,National,,,Constellations,,,,,,,,,,,,,,,,,,,,,,
643,Red para la democracia,"RED (Red de Estudios para la profundización Democrática) es un proyecto cuyo fin es colaborar con las transformaciones políticas, culturales, sociales y económicas que Chile está enfrentando y enfrentará en los próximos años. Esta Red de Estudios nace de la necesidad de generar vínculos entre los diversos actores de la izquierda para pensar en el tipo de país y desarrollo que queremos para el futuro.","RED (Red de Estudios para la profundización Democrática) (Rede de Estudos para o aprofundamento Democrático) é um projeto cuja finalidade é colaborar com as transformações políticas, culturais, sociais e econômicas que o Chile está enfrentando e enfrentará nos próximos anos. Esta Rede de Estudos nasce da necessidade de gerar vínculos entre os diversos atores da esquerda para pensar no tipo de país e desenvolvimento que queremos para o futuro.","RED (Red de Estudios para la profundización Democrática) es un proyecto cuyo fin es colaborar con las transformaciones políticas, culturales, sociales y económicas que Chile está enfrentando y enfrentará en los próximos años. Esta Red de Estudios nace de la necesidad de generar vínculos entre los diversos actores de la izquierda para pensar en el tipo de país y desarrollo que queremos para el futuro.","RED (Red de Estudios para la profundización Democrática) (Network of Studies for Democratic Deepening) is a project with the finality of collaborating with the political, cultural, social and economic transformation that Chile is facing and will face in the next years. This Study Network is born from the necessity of generating ties between the several agents of the Left to think about what kind of country and development we want in the future.",http://redparalademocracia.cl/,,CL,Chile,National,,,Constellations,,,Sinal: Observatorio de Educación en Chile http://www.observatorioeducacion.cl/,Sinais,,,,,,,,,,,,,,,,,,
644,Red Paraguaya por Ciudades Sustentables,"La Red Paraguaya por Ciudades Sustentables es un espacio y un instrumento de inspiración, información e incidencia en la sociedad civil, las empresas y los gobiernos municipales para transformar las ciudades paraguayas en ciudades justas, democráticas y sustentables.","A Red Paraguaya por Ciudades Sustentables (Rede Paraguaia por Cidades Sustentáveis) é um espaço e um instrumento de inspiração, informação e incidência na sociedade civil, nas empresas e nos governos municipais para transformar as cidades paraguaias em cidades justas, democráticas e sustentáveis.","La Red Paraguaya por Ciudades Sustentables es un espacio y un instrumento de inspiración, información e incidencia en la sociedad civil, las empresas y los gobiernos municipales para transformar las ciudades paraguayas en ciudades justas, democráticas y sustentables.","Red Paraguaya por Ciudades Sustentables (Paraguayan Network for Sustainable Cities) is a space and a tool for inspiration, information and impact on civil society, companies and municipalities, to transform Paraguayan cities into fair, democratic and sustainable cities.",http://www.ciudadessustentables.org/,,PY,Paraguai,National,,,Constellations,,,,,,,,,,,,,,,,,,,,,,
